tenderId;CustomerId;Заказчик;predmet torgov;NMCK;vid torgov;oos num;website;oos date;oos end date;Дата рассмотрения 1 частей АЗ\ РиО конкурс?;Дата проведения Аукциона \ предвар отбора конкурс ОУ;Дата рассмотрения 2 части заявок;кол-во поданных заявок эл\ бум;кол-во отозваных заяок  опоздавших;УРЗ отклоненные;Участники конкурса;Winner;contract price;tender result;reason close;FAS;FIO;customer type
66449024;12000;Главное управление по информационной политике Московской области;Оказание информационных услуг по размещению материалов о деятельности Правительства Московской области и информирование жителей Московской области о деятельности органов государственной власти Московской области в муниципальных печатных  средствах массовой информации, распространяемых на территориях Красногорского, Наро-Фоминского муниципальных районов, городского округа Домодедово;9450000.00000;Конкурс;0148000000115000014;zakupki.gov.ru;2015-02-20 11:30:25.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Государственное автономное учреждение Московской области ""Информационное агенство Истринского район Московской области""";8975000.00000;Конкурс;NULL;NULL;Галина Михайловна Цыганкова;Заказчик
66449026;12000;Главное управление по информационной политике Московской области;Оказание информационных услуг по освещению деятельности органов государственной власти Московской области, социально-экономического развития Московской области, важных и значимых событий Московской области путем подготовки и размещения материалов под общей рубрикой «Наше Подмосковье» в ежедневном российском печатном средстве массовой информации общественно-политической направленности с дублированием материалов в интернет-версии (на сайте) издания;40000000.00000;Конкурс;0148200005415000001;zakupki.gov.ru;2015-01-12 19:01:24.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"ЗАО ""Издательский дом ""Комсомольская правда""";39600000.00000;Конкурс;NULL;NULL;Прокопенко Валерия Викторовна;Заказчик
66449049;12000;Главное управление по информационной политике Московской области;Оказание информационных услуг по освещению деятельности органов государственной власти Московской области, социально-экономического развития Московской области, важных и значимых событий Московской области, культурно-исторического потенциала Московской области  путем подготовки и размещения информационных материалов под общей рубрикой «Подмосковье. Культурная реальность» в еженедельном российском средстве массовой информации общественно-политической и литературной направленности  с дублированием материалов в интернет версии (на сайте) издания;2040000.00000;Конкурс;0148000000115000005;zakupki.gov.ru;2015-02-10 10:01:58.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Автономная некоммерческая организация ""Редакция ""Литературной газеты""";2034000.00000;Конкурс;NULL;NULL;Галина Михайловна Цыганкова;Заказчик
66449050;12000;Главное управление по информационной политике Московской области;Создание и распространение (вещание) на телевизионном канале Московской области культурно-познавательной программы для семейного просмотра для Министерства культуры Московской области;3000000.00000;Конкурс;0148000000115000019;zakupki.gov.ru;2015-02-27 10:03:57.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Общество с ограниченной ответственностью ""Телеканал Подмосковье""";2993998.00000;Конкурс;NULL;NULL;Галина Михайловна Цыганкова;Заказчик
66449254;9000;Министерство экологии и природопользования Московской области;Проведение Московского областного слета юных экологов;700000.00000;Конкурс;0148200002015000026;zakupki.gov.ru;2015-03-31 15:49:37.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Муниципальное бюджетное образовательное учреждение дополнительного образования детей Центр детского и юношеского туризма и экскурсий (юных туристов) (МБОУ ДОД ЦДЮТЭ);680000.00000;Конкурс;NULL;NULL;Рогулина Юлия Александровна;Заказчик
66449274;9000;Министерство экологии и природопользования Московской области;Услуги по проведению физико-химических и органолептических измерений и анализов параметров окружающей среды;6300000.00000;Конкурс;0148200002015000006;zakupki.gov.ru;2015-02-03 13:20:59.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Федеральное государственное бюджетное учреждение ""Центральное управление по гидрометеорологии и мониторингу окружающей среды""";5103000.00000;Конкурс;NULL;NULL;Рогулина Юлия Александровна;Заказчик
66449281;9000;Министерство экологии и природопользования Московской области;Обследование радиационной обстановки территорий муниципальных образований Московской области;1054000.00000;Конкурс;0148200002015000012;zakupki.gov.ru;2015-02-20 18:00:15.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Федеральное государственное унитарное геологическое предприятие ""Урангеологоразведка""";791553.75000;Конкурс;NULL;NULL;Грицук Петр Иванович;Заказчик
66449282;9000;Министерство экологии и природопользования Московской области;Обследование радиационной обстановки основных автомагистралей Московской области и подъездных путей организаций, работающих с источниками ионизирующих излучений;952000.00000;Конкурс;0148200002015000010;zakupki.gov.ru;2015-02-19 11:30:09.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Федеральное государственное унитарное геологическое предприятие ""Урангеологоразведка""";714952.00000;Конкурс;NULL;NULL;Максимова Ольга Марковна;Заказчик
66449283;9000;Министерство экологии и природопользования Московской области;Обследование существующих и вновь выявленных радиационных аномалий на территории Московской области;1370000.00000;Конкурс;0148200002015000009;zakupki.gov.ru;2015-02-19 12:30:36.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Федеральное государственное унитарное геологическое предприятие ""Урангеологоразведка""";1028870.40000;Конкурс;NULL;NULL;Максимова Ольга Марковна;Заказчик
66449284;9000;Министерство экологии и природопользования Московской области;Проведение радиационного обследования окружающей среды в местах расположения ядерно и радиационно опасных объектов Московской области;952000.00000;Конкурс;0148200002015000011;zakupki.gov.ru;2015-02-20 17:15:56.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Федеральное государственное унитарное геологическое предприятие ""Урангеологоразведка""";890000.00000;Конкурс;NULL;NULL;Рогулина Юлия Александровна;Заказчик
66449240;9000;Министерство экологии и природопользования Московской области;Обследование состояния дна, берегов и водоохранных зон малых рек на территории Московской области;6000000.00000;Конкурс;0148200002015000015;zakupki.gov.ru;2015-02-27 16:00:15.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;СПАМ;6000000.00000;Конкурс;NULL;NULL;Грицук Петр Иванович;Заказчик
66449241;9000;Министерство экологии и природопользования Московской области;Эколого-геохимическая оценка состояния донных отложений рек бассейна реки Москва на террритории Московской области от г. Москвы до устья реки;7150000.00000;Конкурс;0148200002015000004;zakupki.gov.ru;2015-01-29 21:01:21.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;«Московский научно-производственный центр геолого-экологических исследований и использования недр «Геоцентр-Москва» ;5375000.00000;Конкурс;NULL;NULL;Рогулина Юлия Александровна;Заказчик
66449245;9000;Министерство экологии и природопользования Московской области;Мониторинг с детальным обследованием технического состояния гидротехнических сооружений Московской области;5700000.00000;Конкурс;0148200002015000017;zakupki.gov.ru;2015-02-27 19:15:11.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Одеон-Сервис;5300000.00000;Конкурс;NULL;NULL;Грицук Петр Иванович;Заказчик
66449246;9000;Министерство экологии и природопользования Московской области;Разработка материалов для организации особо охраняемых природных территорий областного значения в Рузском муниципальном районе Московской области;7289000.00000;Конкурс;0148200002015000027;zakupki.gov.ru;2015-03-31 16:45:05.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Некоммерческая организация Природоохранный фонд ""Верховье""";4898000.00000;Конкурс;NULL;NULL;Грицук Петр Иванович;Заказчик
66449247;9000;Министерство экологии и природопользования Московской области;Разработка материалов для организации особо охраняемых природных территорий областного значения в Серпуховском муниципальном районе Московской области;3791000.00000;Конкурс;0148200002015000013;zakupki.gov.ru;2015-02-25 12:46:04.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;СПАМ;3791000.00000;Конкурс;NULL;NULL;Максимова Ольга Марковна;Заказчик
66449251;9000;Министерство экологии и природопользования Московской области;Разработка материалов для организации особо охраняемых природных территорий областного значения памятника природы «Семь ключей» (Наро-Фоминский район) и прибрежной рекреационной зоны «Коробчеевская» (Коломенский район);5700000.00000;Конкурс;0148200002015000016;zakupki.gov.ru;2015-02-27 16:45:14.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Некоммерческая организация Природоохранный фонд ""Верховье""";5700000.00000;Конкурс;NULL;NULL;Рогулина Юлия Александровна;Заказчик
66449032;12000;Главное управление по информационной политике Московской области; Оказание информационных услуг по подготовке, изданию и распространению специального приложения «Информационная газета. Жилищное строительство Московской области» к печатному средству массовой информации Московской области с дублированием материалов на интернет-ресурсе (на сайте издания);5868000.00000;Конкурс;0148000000115000001;zakupki.gov.ru;2015-01-21 16:23:16.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"ГАУ МО ""Издательский дом ""Подмосковье""";5865000.00000;Конкурс;NULL;NULL;Галина Михайловна Цыганкова;Заказчик
66453400;14000;Министерство образования Московской области;"Оказание услуг по экспертизе, консультационно-аналитическому и методологическому сопровождению единой  системы ведения финансово-экономической деятельности Министерства образования Московской области с целью совершенствования качества ведения бюджетного учета, дальнейшей унификации единой системы финансово-экономической деятельности, формирования проектов методических рекомендаций и учетной политики для ведения бюджетного учета в  Министерстве образования Московской области (пункт 1.1. ""Обеспечение деятельности Министерства образования Московской области"" задачи 1 ""Повышение качества и эффективности государственных услуг в системе образования Московской области"" перечня мероприятий подпрограммы VI ""Обеспечивающая подпрограмма"" государственной программы Московской области ""Образование Подмосковья"" на 2014-2018 годы, утвержденной постановлением Правительства Московской области от 23.08 2013 № 657/36). ";5700000.00000;Конкурс;0148200000915000048;zakupki.gov.ru;2015-03-19 16:48:20.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"ЗАО ""НТЦ МИК-ИНФОРМ""";5630000.00000;Конкурс;NULL;NULL;Александр Сергеевич Быков;Заказчик
66453417;14000;Министерство образования Московской области;Оказание услуг в 2015 году по обязательному страхованию гражданской ответственности владельцев транспортных средств (пункт 1.3 «Расходы на обязательное страхование гражданской ответственности владельцев транспортных средств» перечня мероприятий подпрограммы VI «Обеспечивающая подпрограмма» государственной программы Московской области «Образование Подмосковья» на 2014-2018 годы, утвержденной постановлением Правительства Московской области от 23.08.2013 № 657/36).;4267863.31000;Конкурс;0148200000915000001;zakupki.gov.ru;2015-02-26 17:45:17.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"ООО ""Росгосстрах"" ";4045441.60000;Конкурс;NULL;NULL;Александр Сергеевич Быков;Заказчик
66467679;101001;Государственное бюджетное учреждение Московской области Центр тарифно-экспертного обеспечения;"Услуги по проведению исследований рынка жилья в Московской области для нужд ГБУ МО ""ЦТЭО"" на 2015г.";1274000.00000;Конкурс;0348200084815000002;zakupki.gov.ru;2015-02-09 19:20:32.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Общество с ограниченной ответствинностью ""Адэро""";1250000.00000;Конкурс;NULL;NULL;Елена Васильевна Маёркина;Заказчик
66507288;13158;Государственное казенное учреждение здравоохранения Московской области «Мытищинский специализированный дом ребенка для детей с органическим поражением центральной нервной системы с нарушением психики»;Охранные услуги;690000.00000;Конкурс;0348200043315000001;zakupki.gov.ru;2015-01-20 12:41:45.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Общество с ограниченной ответственностью ""Частное охранное предприятие ""Феникс""";669300.00000;Конкурс;NULL;NULL;Ольга Ивановна Перегудова;Заказчик
66515599;14002;"Государственное образовательное учреждение высшего профессионального образования ""Московский государственный областной университет""";Оказание охранных услуг для нужд Государственного образовательного учреждения высшего профессионального образования Московского государственного областного университета в 3 квартале 2015 года;9372619.08000;Конкурс;0348200061515000016;zakupki.gov.ru;2015-03-04 15:02:08.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"ООО ЧОП ""АЛЬЯНС""";9231948.00000;Конкурс;NULL;NULL;Молодкин Андрей Иванович;Заказчик
66514586;30001;Государственное казенное учреждение Московской области Балашихинский центр занятости населения;Открытый конкурс для субъектов малого предпринимательства на право заключения Государственного контракта на оказание услуг по организации и проведения ярмарки вакансий и учебных рабочих мест;260000.00000;Конкурс;0348200032915000002;zakupki.gov.ru;2015-02-10 15:41:03.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;ООО Медиа Парк;257400.00000;Конкурс;NULL;NULL;Бугрова Елена Васильевна;Заказчик
66447017;30047;Государственное казенное учреждение Московской области Химкинский центр занятости населения;Предоставление образовательных услуг по профессиональному обучению и дополнительному профессиональному образованию безработных граждан ;1074632.00000;Конкурс;0348200011515000001;zakupki.gov.ru;2015-01-30 18:21:57.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Автономная некоммерческая организация ""Центральная школа обучения""";348600.00000;Конкурс;NULL;NULL;Зверева Наталья Петровна;Заказчик
66447017;30047;Государственное казенное учреждение Московской области Химкинский центр занятости населения;Предоставление образовательных услуг по профессиональному обучению и дополнительному профессиональному образованию безработных граждан ;1074632.00000;Конкурс;0348200011515000001;zakupki.gov.ru;2015-01-30 18:21:57.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Негосударственное образовательное учреждение дополнительного професионального образования ""АРТ""";162000.00000;Конкурс;NULL;NULL;Зверева Наталья Петровна;Заказчик
66447017;30047;Государственное казенное учреждение Московской области Химкинский центр занятости населения;Предоставление образовательных услуг по профессиональному обучению и дополнительному профессиональному образованию безработных граждан ;1074632.00000;Конкурс;0348200011515000001;zakupki.gov.ru;2015-01-30 18:21:57.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Частное учреждение организация дополнительного профессионального образования""Центр профессиональной подготовки ПЛЮС""";110000.00000;Конкурс;NULL;NULL;Зверева Наталья Петровна;Заказчик
66447017;30047;Государственное казенное учреждение Московской области Химкинский центр занятости населения;Предоставление образовательных услуг по профессиональному обучению и дополнительному профессиональному образованию безработных граждан ;1074632.00000;Конкурс;0348200011515000001;zakupki.gov.ru;2015-01-30 18:21:57.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Частное учреждение организация дополнительного профессионального образования""Центр профессиональной подготовки ПЛЮС""";67000.00000;Конкурс;NULL;NULL;Зверева Наталья Петровна;Заказчик
66524108;12000;Главное управление по информационной политике Московской области;Оказание информационных услуг по освещению деятельности органов государственной власти Московской области, социально-экономического развития Московской области, важных и значимых событий Московской области путем подготовки и размещения информационных материалов в российском печатном средстве массовой информации информационно-аналитической, экономической и финансовой направленности под общей рубрикой «Подмосковье» с дублированием материалов в интернет-версии (на сайте) издания;7000000.00000;Конкурс;0148000000115000002;zakupki.gov.ru;2015-01-26 18:40:34.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГЛОБАЛ МЕДИА СОЛЮШЕНС""";6999993.00000;Конкурс;NULL;NULL;Галина Михайловна Цыганкова;Заказчик
66524109;12000;Главное управление по информационной политике Московской области;Оказание информационных услуг по освещению деятельности органов государственной власти Московской области путем подготовки и размещения информационных материалов в еженедельном российском печатном средстве массовой информации общественно-политической направленности с выносом анонса материала на первую страницу издания и дублированием материалов в интернет-версии (на сайте) издания;3000000.00000;Конкурс;0148000000115000007;zakupki.gov.ru;2015-02-12 10:41:06.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Диалан;2867500.00000;Конкурс;NULL;NULL;Галина Михайловна Цыганкова;Заказчик
66524110;12000;Главное управление по информационной политике Московской области;Оказание информационных услуг по освещению деятельности органов государственной власти Московской области, социально-экономического развития Московской области, важных и значимых событий Московской области путем подготовки и размещения информационных материалов в ежедневном российском печатном средстве массовой информации общественно-политической направленности под общей рубрикой «Наше Подмосковье» с дублированием материалов в интернет-версии (на сайте) издания;9000000.00000;Конкурс;0148000000115000004;zakupki.gov.ru;2015-02-17 19:46:45.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;" ""Редакция ""Независимой газеты""";8985000.00000;Конкурс;NULL;NULL;Галина Михайловна Цыганкова;Заказчик
66524122;12000;Главное управление по информационной политике Московской области;Оказание информационных услуг по размещению материалов о деятельности Правительства Московской области и информирование жителей Московской области о деятельности органов государственной власти Московской области в муниципальном печатном средстве массовой информации, распространяемом на территории Ленинского муниципального района;1405000.00000;Конкурс;0148000000115000013;zakupki.gov.ru;2015-02-20 12:02:51.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Государственное автономное учреждение Московской  области""Мытищинское информационное агентство Московской области""";1334750.00000;Конкурс;NULL;NULL;Галина Михайловна Цыганкова;Заказчик
66524123;12000;Главное управление по информационной политике Московской области;Оказание услуг по проведению мероприятий в целях информирования населения Московской области об основных событиях социально-экономического развития и общественно-политической жизни на бортах и в салонах наземного общественного транспорта Московской области;5031000.00000;Конкурс;0148000000115000012;zakupki.gov.ru;2015-02-19 13:45:51.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Общество с ограниченной ответственностью ""Интерпроект""";4950000.00000;Конкурс;NULL;NULL;Галина Михайловна Цыганкова;Заказчик
66524124;12000;Главное управление по информационной политике Московской области;Изготовление и размещение единой новостной информационной ленты и бегущей информационной строки на портале Московской области ;49500000.00000;Конкурс;0148200005415000004;zakupki.gov.ru;2015-01-14 17:52:42.000;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"Акционерное общество ""Медиа Подмосковья""";49400000.00000;Конкурс;NULL;NULL;Прокопенко Валерия Викторовна;Заказчик
